name,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
01/01/2016 00:00,2.395,2.5345,2.665,2.665,2.665,2.665,2.638,2.638,2.692,2.629,2.6785,2.764,2.755,2.665,2.665,2.71,2.71,2.755,2.6425,2.665,2.755,2.7235,2.737,2.746,2.701,2.746,2.7235,2.71,2.7865
01/01/2016 01:00,2.395,2.548,2.665,2.665,2.665,2.665,2.6605,2.6605,2.6875,2.638,2.6965,2.719,2.755,2.6695,2.6695,2.71,2.71,2.755,2.6515,2.692,2.755,2.7415,2.71,2.737,2.6965,2.746,2.692,2.701,2.764
01/01/2016 02:00,2.395,2.566,2.71,2.71,2.665,2.665,2.6515,2.6515,2.692,2.6425,2.7235,2.7235,2.755,2.6695,2.6695,2.71,2.71,2.8,2.6785,2.6965,2.755,2.7235,2.692,2.7325,2.692,2.7325,2.71,2.701,2.764
01/01/2016 03:00,2.44,2.5795,2.755,2.755,2.71,2.71,2.6695,2.6695,2.7505,2.647,2.728,2.782,2.755,2.6695,2.6695,2.71,2.755,2.71,2.6965,2.728,2.755,2.6965,2.692,2.737,2.683,2.7235,2.7055,2.692,2.7505
01/01/2016 04:00,2.575,2.6155,2.755,2.755,2.71,2.71,2.683,2.683,2.7325,2.638,2.7145,2.782,2.755,2.6785,2.6785,2.71,2.755,2.71,2.728,2.737,2.755,2.692,2.6965,2.728,2.6785,2.7145,2.7055,2.6785,2.7595
01/01/2016 05:00,2.53,2.647,2.755,2.755,2.71,2.71,2.62,2.62,2.7595,2.6425,2.7595,2.737,2.755,2.6785,2.6785,2.755,2.71,2.755,2.7325,2.737,2.71,2.692,2.719,2.71,2.6695,2.701,2.6875,2.755,2.7685
01/01/2016 06:00,2.71,2.665,2.8,2.8,2.755,2.755,2.6155,2.6155,2.764,2.656,2.746,2.6965,2.755,2.692,2.692,2.755,2.71,2.71,2.7325,2.7145,2.755,2.6965,2.728,2.719,2.6605,2.701,2.6875,2.755,2.791
01/01/2016 07:00,2.755,2.6875,2.8,2.8,2.755,2.755,2.6515,2.6515,2.755,2.665,2.746,2.6965,2.755,2.6875,2.6875,2.755,2.71,2.71,2.7415,2.71,2.71,2.6965,2.746,2.6965,2.6425,2.6875,2.6785,2.71,2.791
01/01/2016 08:00,2.755,2.71,2.8,2.8,2.755,2.755,2.6965,2.6965,2.7865,2.683,2.7595,2.728,2.71,2.692,2.692,2.755,2.71,2.755,2.737,2.683,2.71,2.7145,2.7505,2.6965,2.6425,2.692,2.6515,2.71,2.7865
01/01/2016 09:00,2.8,2.7415,2.8,2.8,2.8,2.8,2.719,2.719,2.773,2.6965,2.7685,2.755,2.755,2.7055,2.7055,2.755,2.71,2.755,2.7415,2.674,2.71,2.719,2.7685,2.6965,2.656,2.71,2.665,2.755,2.782
01/01/2016 10:00,2.8,2.764,2.8,2.8,2.8,2.8,2.7415,2.7415,2.7595,2.71,2.737,2.782,2.755,2.719,2.719,2.755,2.71,2.755,2.7685,2.6785,2.71,2.7505,2.764,2.701,2.6875,2.737,2.7505,2.8,2.755
01/01/2016 11:00,2.755,2.791,2.8,2.8,2.755,2.755,2.7505,2.7505,2.764,2.737,2.728,1.95,2.755,2.755,2.755,2.8,2.71,2.755,2.809,2.701,2.755,2.791,2.773,2.764,2.719,2.7775,2.7865,2.8,2.764
01/01/2016 12:00,2.755,2.0175,2.755,2.755,2.755,2.755,2.728,2.728,2.755,2.755,2.6425,1.95,2.755,2.7775,2.7775,1.965,2.755,2.755,2.0175,2.746,1.965,2.8045,2.7865,2.791,2.755,1.995,2.7955,2.8,2.7775
01/01/2016 13:00,2.71,2.01,2.755,2.755,2.755,2.755,2.7325,2.7325,2.746,2.7595,2.7145,1.935,2.8,2.791,2.791,2.8,2.755,2.8,2.7865,2.791,1.965,2.0025,2.791,2.791,2.7595,1.995,2.7955,2.8,2.782
01/01/2016 14:00,2.665,2.0175,2.755,2.755,2.755,2.755,2.7145,2.7145,2.7415,2.746,2.692,1.965,2.8,2.8045,2.8045,2.8,2.755,2.8,2.7955,2.8045,2.8,2.0175,2.791,2.755,2.7505,2.809,2.782,2.8,2.782
01/01/2016 15:00,2.665,2.782,2.71,2.71,2.755,2.755,2.6875,2.6875,2.719,2.7235,2.656,1.9875,2.8,2.7955,2.7955,2.8,2.755,2.8,2.782,2.773,2.8,2.7865,2.773,2.7415,2.737,2.7865,2.764,2.755,2.7775
01/01/2016 16:00,2.62,2.7595,2.71,2.71,2.71,2.71,2.674,2.674,2.7055,2.683,2.6695,2.782,2.755,2.791,2.791,2.8,2.755,2.755,2.755,2.728,2.8,2.7865,2.7505,2.7325,2.746,2.7595,2.737,2.8,2.764
01/01/2016 17:00,2.62,2.7415,2.71,2.71,2.665,2.665,2.6515,2.6515,2.6965,2.6695,2.701,2.764,2.71,2.7595,2.7595,2.755,2.755,2.755,2.746,2.737,2.755,2.7595,2.7235,2.728,2.7325,2.746,2.728,2.755,2.7505
01/01/2016 18:00,2.62,2.719,2.665,2.665,2.665,2.665,2.6515,2.6515,2.692,2.656,2.665,2.692,2.71,2.737,2.737,2.71,2.71,2.755,2.719,2.737,2.755,2.728,2.692,2.728,2.7235,2.7325,2.719,2.755,2.746
01/01/2016 19:00,2.575,2.701,2.665,2.665,2.62,2.62,2.6605,2.6605,2.683,2.647,2.656,2.647,2.71,2.7145,2.7145,2.71,2.71,2.755,2.7325,2.719,2.755,2.7145,2.6875,2.7325,2.71,2.7235,2.728,2.755,2.7415
01/01/2016 20:00,2.575,2.692,2.62,2.62,2.62,2.62,2.656,2.656,2.674,2.6335,2.638,2.6695,2.71,2.6965,2.6965,2.71,2.71,2.71,2.692,2.7145,2.71,2.6965,2.692,2.7235,2.71,2.71,2.737,2.71,2.7235
01/01/2016 21:00,2.53,2.6785,2.62,2.62,2.62,2.62,2.5165,2.5165,2.6515,2.6335,2.6515,2.737,2.665,2.6875,2.6875,2.71,2.665,2.71,2.6605,2.701,2.755,2.7055,2.6875,2.7325,2.7055,2.7325,2.7235,2.71,2.737
01/01/2016 22:00,2.575,2.602,2.575,2.575,2.575,2.575,2.566,2.566,2.629,2.6065,2.5975,2.71,2.71,2.665,2.665,2.71,2.665,2.71,2.6785,2.701,2.755,2.7055,2.674,2.7325,2.6965,2.7325,2.746,2.701,2.737
01/01/2016 23:00,2.53,2.6065,2.575,2.575,2.575,2.575,2.575,2.575,2.638,2.5975,2.611,2.692,2.665,2.656,2.656,2.71,2.665,2.71,2.674,2.6785,2.71,2.71,2.683,2.728,2.6965,2.7235,2.7505,2.6965,2.737
02/01/2016 00:00,2.53,2.5795,2.53,2.53,2.575,2.575,2.5705,2.5705,2.611,2.584,2.62,2.683,2.665,2.647,2.647,2.665,2.665,2.71,2.6785,2.692,2.71,2.71,2.692,2.7145,2.6875,2.728,2.7325,2.701,2.737
02/01/2016 01:00,2.53,2.5795,2.485,2.485,2.53,2.53,2.5615,2.5615,2.602,2.575,2.629,2.6695,2.665,2.638,2.638,2.665,2.665,2.71,2.6695,2.6875,2.755,2.71,2.665,2.71,2.6875,2.7325,2.746,2.701,2.728
02/01/2016 02:00,2.53,2.584,2.485,2.485,2.485,2.485,2.4985,2.4985,2.602,2.5615,2.5975,2.6245,2.665,2.6245,2.6245,2.665,2.665,2.71,2.6785,2.692,2.71,2.6965,2.656,2.7145,2.683,2.7235,2.746,2.701,2.719
02/01/2016 03:00,2.485,2.593,2.44,2.44,2.53,2.53,2.494,2.494,2.593,2.548,2.602,2.5975,2.665,2.611,2.611,2.665,2.665,2.71,2.692,2.6785,2.71,2.701,2.6695,2.7145,2.6875,2.7325,2.737,2.7055,2.7235
02/01/2016 04:00,2.485,2.566,2.44,2.44,2.53,2.53,2.503,2.503,2.5885,2.5345,2.5885,2.629,2.62,2.62,2.62,2.665,2.665,2.665,2.683,2.683,2.71,2.6965,2.665,2.7145,2.6785,2.7235,2.7415,2.692,2.683
02/01/2016 05:00,2.485,2.5525,2.395,2.395,2.53,2.53,2.476,2.476,2.5795,2.5255,2.575,2.6245,2.62,2.602,2.602,2.665,2.575,2.575,2.6875,2.683,2.71,2.6785,2.6515,2.692,2.674,2.719,2.701,2.692,2.6605
02/01/2016 06:00,2.53,2.5435,2.35,2.35,2.485,2.485,2.4985,2.4985,2.5795,2.512,2.557,2.584,2.575,2.6155,2.6155,2.665,2.575,2.575,2.674,2.692,2.71,2.6695,2.6515,2.665,2.6785,2.71,2.71,2.665,2.6425
02/01/2016 07:00,2.485,2.539,2.395,2.395,2.53,2.53,2.503,2.503,2.5615,2.4895,2.575,2.602,2.575,2.593,2.593,2.62,2.53,2.575,2.665,2.6785,2.71,2.6425,2.647,2.6335,2.6695,2.71,2.7145,2.665,2.665
02/01/2016 08:00,2.485,2.548,2.53,2.53,2.575,2.575,2.5075,2.5075,2.557,2.494,2.566,2.5975,2.53,2.584,2.584,2.62,2.53,2.575,2.6155,2.6875,2.665,2.638,2.6245,2.6155,2.6605,2.71,2.701,2.665,2.638
02/01/2016 09:00,2.53,2.566,2.53,2.53,2.575,2.575,2.494,2.494,2.539,2.5075,2.5975,2.6065,2.53,2.584,2.584,2.575,2.53,2.575,2.5705,2.6695,2.665,2.62,2.611,2.629,2.656,2.71,2.71,2.665,2.629
02/01/2016 10:00,2.485,2.5615,2.575,2.575,2.575,2.575,2.5525,2.5525,2.575,2.512,2.629,2.656,2.575,2.593,2.593,2.62,2.575,2.575,2.62,2.6515,2.665,2.62,2.629,2.6425,2.665,2.71,2.7145,2.71,2.665
02/01/2016 11:00,2.53,2.5885,2.575,2.575,2.62,2.62,2.5885,2.5885,2.6065,2.557,2.6425,2.6875,2.62,2.62,2.62,2.62,2.62,2.62,2.665,2.638,2.665,2.62,2.6515,2.656,2.6785,2.71,2.683,2.71,2.6965
02/01/2016 12:00,2.53,2.62,2.62,2.62,2.62,2.62,2.593,2.593,2.62,2.5885,2.638,2.6875,2.62,2.6425,2.6425,2.665,2.62,2.62,2.6875,2.665,2.71,2.665,2.6605,2.656,2.6785,2.71,2.692,2.71,2.701
02/01/2016 13:00,2.575,2.6335,2.62,2.62,2.62,2.62,2.5885,2.5885,2.6245,2.611,2.6065,2.6515,2.62,2.656,2.656,2.71,2.62,2.665,2.665,2.6965,2.71,2.665,2.6335,2.674,2.683,2.71,2.7055,2.755,2.701
02/01/2016 14:00,2.575,2.6425,2.62,2.62,2.62,2.62,2.5795,2.5795,2.611,2.6065,2.566,2.593,2.575,2.6605,2.6605,2.665,2.62,2.665,2.6605,2.683,2.665,2.665,2.6245,2.6695,2.6695,2.71,2.701,2.71,2.692
02/01/2016 15:00,2.53,2.647,2.62,2.62,2.575,2.575,2.5615,2.5615,2.5975,2.593,2.584,2.665,2.575,2.6515,2.6515,2.665,2.62,2.62,2.6515,2.6605,2.62,2.62,2.6245,2.665,2.647,2.665,2.6785,2.665,2.6875
02/01/2016 16:00,2.485,2.62,2.62,2.62,2.62,2.62,2.5525,2.5525,2.5705,2.566,2.593,2.62,2.575,2.647,2.647,2.62,2.53,2.575,2.638,2.6155,2.62,2.62,2.6065,2.6245,2.629,2.665,2.6785,2.665,2.6695
02/01/2016 17:00,2.44,2.6065,2.575,2.575,2.575,2.575,2.5525,2.5525,2.566,2.548,2.5795,2.6065,2.53,2.629,2.629,2.62,2.53,2.575,2.6155,2.629,2.62,2.575,2.584,2.6155,2.6065,2.665,2.638,2.665,2.6515
02/01/2016 18:00,2.485,2.5975,2.575,2.575,2.575,2.575,2.5435,2.5435,2.5795,2.5345,2.6065,2.6425,2.53,2.6155,2.6155,2.575,2.53,2.53,2.602,2.6065,2.62,2.575,2.5705,2.6155,2.5975,2.665,2.6245,2.665,2.593
02/01/2016 19:00,2.485,2.5885,2.575,2.575,2.575,2.575,2.5435,2.5435,2.575,2.5255,2.5885,2.638,2.53,2.611,2.611,2.53,2.53,2.575,2.5615,2.5615,2.62,2.5615,2.566,2.5975,2.575,2.665,2.611,2.62,2.5795
02/01/2016 20:00,2.485,2.5975,2.575,2.575,2.575,2.575,2.5345,2.5345,2.5525,2.521,2.593,2.647,2.53,2.611,2.611,2.53,2.53,2.575,2.539,2.5525,2.575,2.5525,2.584,2.575,2.566,2.665,2.6155,2.53,2.6155
02/01/2016 21:00,2.53,2.593,2.575,2.575,2.575,2.575,2.521,2.521,2.575,2.53,2.6065,2.656,2.575,2.6065,2.6065,2.575,2.575,2.575,2.539,2.5525,2.575,2.5435,2.5615,2.557,2.557,2.62,2.6065,2.62,2.5975
02/01/2016 22:00,2.485,2.5525,2.575,2.575,2.575,2.575,2.521,2.521,2.575,2.521,2.602,2.6515,2.575,2.5885,2.5885,2.575,2.575,2.62,2.53,2.557,2.53,2.5435,2.557,2.566,2.5525,2.62,2.593,2.5525,2.548
02/01/2016 23:00,2.485,2.5615,2.575,2.575,2.575,2.575,2.5345,2.5345,2.5795,2.5255,2.5975,2.6425,2.575,2.5885,2.5885,2.53,2.575,2.62,2.5255,2.5435,2.53,2.5435,2.5615,2.584,2.5525,2.575,2.5885,2.5525,2.5435
03/01/2016 00:00,2.485,2.5705,2.575,2.575,2.575,2.575,2.5435,2.5435,2.575,2.53,2.602,2.6425,2.575,2.5885,2.5885,2.53,2.575,2.575,2.539,2.5345,2.53,2.539,2.5615,2.5795,2.5525,2.575,2.5885,2.548,2.5435
03/01/2016 01:00,2.485,2.5795,2.575,2.575,2.53,2.53,2.5345,2.5345,2.5705,2.53,2.5975,2.6245,2.575,2.593,2.593,2.575,2.575,2.575,2.5345,2.5345,2.53,2.539,2.5615,2.5795,2.5525,2.575,2.5795,2.5525,2.5705
03/01/2016 02:00,2.485,2.575,2.485,2.485,2.53,2.53,2.53,2.53,2.566,2.5165,2.5975,2.629,2.53,2.5885,2.5885,2.575,2.575,2.575,2.5345,2.521,2.53,2.539,2.5525,2.575,2.548,2.575,2.5885,2.557,2.5885
03/01/2016 03:00,2.485,2.566,2.53,2.53,2.53,2.53,2.548,2.548,2.5705,2.512,2.6065,2.6065,2.53,2.584,2.584,2.575,2.575,2.575,2.5255,2.539,2.53,2.5345,2.5435,2.5705,2.5435,2.575,2.602,2.566,2.584
03/01/2016 04:00,2.485,2.557,2.53,2.53,2.53,2.53,2.5525,2.5525,2.5615,2.4985,2.5885,2.6245,2.485,2.5795,2.5795,2.53,2.53,2.575,2.53,2.5345,2.53,2.539,2.548,2.5525,2.53,2.53,2.5885,2.5615,2.62
03/01/2016 05:00,2.44,2.5345,2.53,2.53,2.53,2.53,2.521,2.521,2.557,2.494,2.5705,2.6245,2.53,2.566,2.566,2.53,2.575,2.575,2.5255,2.5345,2.575,2.5255,2.5525,2.557,2.5255,2.575,2.5795,2.665,2.62
03/01/2016 06:00,2.395,2.4805,2.53,2.53,2.53,2.53,2.5075,2.5075,2.557,2.4985,2.575,2.611,2.485,2.5705,2.5705,2.53,2.53,2.575,2.512,2.53,2.53,2.53,2.539,2.5705,2.521,2.53,2.575,2.665,2.6335
03/01/2016 07:00,2.35,2.458,2.53,2.53,2.53,2.53,2.503,2.503,2.5435,2.485,2.575,2.6155,2.53,2.566,2.566,2.53,2.485,2.53,2.4985,2.5075,2.53,2.53,2.5435,2.5885,2.5165,2.575,2.593,2.62,2.6245
03/01/2016 08:00,2.305,2.4445,2.53,2.53,2.53,2.53,2.4985,2.4985,2.539,2.4985,2.575,2.602,2.53,2.566,2.566,2.53,2.485,2.485,2.4895,2.503,2.485,2.485,2.5345,2.575,2.5165,2.575,2.6065,2.62,2.5975
03/01/2016 09:00,2.305,2.431,2.485,2.485,2.485,2.485,2.53,2.53,2.5345,2.503,2.584,2.584,2.485,2.5705,2.5705,2.53,2.44,2.485,2.4985,2.4985,2.53,2.485,2.548,2.557,2.5255,2.575,2.6155,2.62,2.5795
03/01/2016 10:00,2.305,2.395,2.53,2.53,2.53,2.53,2.5075,2.5075,2.539,2.4985,2.5885,2.6065,2.485,2.5615,2.5615,2.53,2.485,2.575,2.5345,2.5525,2.53,2.53,2.566,2.5705,2.548,2.62,2.6065,2.62,2.5885
03/01/2016 11:00,2.305,2.3905,2.53,2.53,2.485,2.485,2.503,2.503,2.557,2.512,2.6065,2.6425,2.575,2.5885,2.5885,2.575,2.575,2.53,2.5795,2.5435,2.575,2.53,2.593,2.5795,2.5705,2.62,2.611,2.665,2.611
03/01/2016 12:00,2.305,2.395,2.395,2.395,2.485,2.485,2.485,2.485,2.5705,2.5255,2.6155,2.674,2.575,2.6065,2.6065,2.62,2.575,2.53,2.6155,2.5615,2.575,2.575,2.611,2.602,2.593,2.62,2.6155,2.665,2.6245
03/01/2016 13:00,2.305,2.377,2.395,2.395,2.485,2.485,2.3365,2.3365,2.566,2.5255,2.602,2.6785,2.62,2.611,2.611,2.665,2.575,2.53,2.6335,2.575,2.575,2.575,2.6245,2.611,2.6065,2.62,2.6155,2.665,2.6425
03/01/2016 14:00,2.305,2.3815,2.35,2.35,2.44,2.44,2.3095,2.3095,2.539,2.5165,2.629,2.647,2.62,2.602,2.602,2.665,2.575,2.575,2.602,2.575,2.575,2.575,2.629,2.611,2.6065,2.62,2.611,2.665,2.647
03/01/2016 15:00,2.305,2.3725,2.35,2.35,2.44,2.44,2.296,2.296,2.512,2.485,2.593,2.629,2.62,2.5885,2.5885,2.62,2.575,2.575,2.5525,2.5615,2.575,2.575,2.5975,2.6065,2.5975,2.62,2.6065,2.665,2.647
03/01/2016 16:00,2.215,2.35,2.35,2.35,2.395,2.395,2.2915,2.2915,2.458,2.4445,2.584,2.584,2.575,2.575,2.575,2.575,2.53,2.53,2.5345,2.548,2.575,2.575,2.5705,2.5975,2.575,2.62,2.593,2.665,2.6155
03/01/2016 17:00,2.215,2.3275,2.305,2.305,2.35,2.35,2.2555,2.2555,2.3725,2.3995,2.584,2.5615,2.575,2.5525,2.5525,2.575,2.53,2.53,2.521,2.539,2.575,2.53,2.548,2.5795,2.557,2.584,2.5795,2.62,2.584
03/01/2016 18:00,2.215,2.3185,2.305,2.305,2.305,2.305,2.26,2.26,2.35,2.35,2.5705,2.557,2.53,2.53,2.53,2.53,2.485,2.485,2.485,2.5345,2.575,2.53,2.5345,2.566,2.539,2.5705,2.5705,2.62,2.5975
03/01/2016 19:00,2.215,2.3005,2.215,2.215,2.26,2.26,2.2555,2.2555,2.341,2.332,2.5615,2.5885,2.485,2.503,2.503,2.44,2.53,2.485,2.467,2.53,2.53,2.5165,2.5255,2.566,2.5255,2.575,2.5615,2.62,2.575
03/01/2016 20:00,2.215,2.3095,2.125,2.125,2.17,2.17,2.2375,2.2375,2.341,2.296,2.575,2.4175,2.53,2.476,2.476,2.44,2.53,2.485,2.4535,2.5165,2.53,2.503,2.512,2.566,2.5165,2.575,2.548,2.62,2.5795
03/01/2016 21:00,2.215,2.314,2.17,2.17,2.125,2.125,2.1835,2.1835,2.341,2.278,2.539,2.4445,2.485,2.4625,2.4625,2.44,2.485,2.485,2.4445,2.521,2.53,2.4985,2.4985,2.5615,2.5075,2.53,2.548,2.62,2.5885
03/01/2016 22:00,2.215,2.3005,2.125,2.125,2.125,2.125,2.1565,2.1565,2.332,2.2555,2.4985,2.521,2.485,2.4355,2.4355,2.44,2.485,2.485,2.4625,2.512,2.53,2.4985,2.494,2.557,2.494,2.53,2.5615,2.5345,2.512
03/01/2016 23:00,2.215,2.3005,2.125,2.125,2.125,2.125,2.1295,2.1295,2.296,2.242,2.4355,2.4355,2.485,2.3995,2.3995,2.485,2.485,2.44,2.494,2.5075,2.53,2.4805,2.485,2.539,2.4895,2.53,2.548,2.5255,2.5345
04/01/2016 00:00,2.26,2.3095,2.125,2.125,2.08,2.08,2.1025,2.1025,2.269,2.2195,2.3545,2.4805,2.485,2.377,2.377,2.485,2.44,2.44,2.467,2.485,2.485,2.4715,2.485,2.5255,2.485,2.53,2.5525,2.5165,2.4985
04/01/2016 01:00,2.26,2.3095,2.08,2.08,2.17,2.17,2.179,2.179,2.1925,2.2015,2.341,2.458,2.485,2.359,2.359,2.395,2.44,2.485,2.458,2.4715,2.485,2.4625,2.4715,2.53,2.476,2.53,2.539,2.512,2.521
04/01/2016 02:00,2.26,2.3185,2.035,2.035,2.08,2.08,2.1655,2.1655,2.1385,2.1835,2.3365,2.4085,2.44,2.3365,2.3365,2.35,2.44,2.485,2.467,2.4715,2.485,2.4535,2.4625,2.53,2.467,2.485,2.539,2.503,2.5075
04/01/2016 03:00,2.215,2.323,2.125,2.125,2.17,2.17,2.179,2.179,2.1205,2.17,2.332,2.359,2.35,2.314,2.314,2.305,2.44,2.485,2.458,2.467,2.485,2.4355,2.458,2.5165,2.4535,2.485,2.53,2.494,2.4895
04/01/2016 04:00,2.215,2.3005,2.125,2.125,2.215,2.215,2.188,2.188,2.116,2.17,2.3275,2.3455,2.26,2.314,2.314,2.305,2.305,2.485,2.4535,2.467,2.485,2.431,2.467,2.503,2.4535,2.485,2.521,2.4895,2.467
04/01/2016 05:00,2.215,2.287,2.035,2.035,2.215,2.215,2.1925,2.1925,2.1295,2.1655,2.296,2.332,2.26,2.287,2.287,2.305,2.26,2.485,2.377,2.4625,2.485,2.4265,2.4625,2.5075,2.4445,2.485,2.5075,2.53,2.494
04/01/2016 06:00,2.215,2.287,2.035,2.035,2.215,2.215,2.17,2.17,2.1295,2.152,2.2555,2.3005,2.26,2.2465,2.2465,2.305,2.26,2.305,2.35,2.449,2.44,2.4265,2.458,2.4895,2.44,2.485,2.503,2.53,2.5255
04/01/2016 07:00,2.26,2.2735,2.125,2.125,2.215,2.215,2.1655,2.1655,2.134,2.152,2.323,2.296,2.26,2.215,2.215,2.305,2.215,2.26,2.332,2.4265,2.44,2.305,2.4715,2.4805,2.422,2.485,2.494,2.53,2.4715
04/01/2016 08:00,2.26,2.269,2.125,2.125,2.215,2.215,2.1925,2.1925,2.143,2.1565,2.3095,2.296,2.215,2.197,2.197,2.26,2.215,2.26,2.3365,2.4625,2.44,2.305,2.395,2.4625,2.4175,2.53,2.503,2.53,2.458
04/01/2016 09:00,2.26,2.2915,2.125,2.125,2.26,2.26,2.197,2.197,2.1565,2.17,2.3275,2.2825,2.215,2.197,2.197,2.215,2.215,2.26,2.3095,2.359,2.395,2.26,2.359,2.4985,2.395,2.53,2.503,2.485,2.368
04/01/2016 10:00,2.215,2.287,2.125,2.125,2.26,2.26,2.2105,2.2105,2.2015,2.17,2.359,2.3455,2.215,2.2555,2.2555,2.215,2.215,2.305,2.296,2.3365,2.35,2.26,2.3365,2.4535,2.377,2.53,2.512,2.53,2.359
04/01/2016 11:00,2.26,2.3005,2.215,2.215,2.305,2.305,2.233,2.233,2.2465,2.2105,2.386,2.4085,2.26,2.2915,2.2915,2.305,2.26,2.305,2.296,2.3185,2.305,2.26,2.341,2.314,2.3545,2.44,2.53,2.395,2.359
04/01/2016 12:00,2.26,2.305,2.305,2.305,2.305,2.305,2.269,2.269,2.287,2.242,2.404,2.4265,2.35,2.3185,2.3185,2.305,2.305,2.26,2.2735,2.3095,2.26,2.26,2.3455,2.278,2.341,2.35,2.467,2.35,2.3545
04/01/2016 13:00,2.26,2.3005,2.305,2.305,2.305,2.305,2.2825,2.2825,2.305,2.2645,2.44,2.4175,2.35,2.3365,2.3365,2.35,2.35,2.35,2.314,2.314,2.305,2.305,2.3725,2.2915,2.332,2.35,2.404,2.35,2.4175
04/01/2016 14:00,2.305,2.332,2.305,2.305,2.305,2.305,2.278,2.278,2.3005,2.269,2.4175,2.44,2.35,2.3365,2.3365,2.35,2.35,2.35,2.3365,2.305,2.305,2.305,2.395,2.2915,2.3185,2.26,2.368,2.395,2.404
04/01/2016 15:00,2.305,2.35,2.305,2.305,2.305,2.305,2.2555,2.2555,2.2825,2.251,2.413,2.4265,2.35,2.3185,2.3185,2.35,2.305,2.35,2.3185,2.2825,2.305,2.305,2.377,2.323,2.305,2.35,2.3095,2.395,2.4175
04/01/2016 16:00,2.305,2.35,2.215,2.215,2.305,2.305,2.2285,2.2285,2.251,2.2285,2.395,2.404,2.35,2.2825,2.2825,2.305,2.26,2.35,2.2735,2.251,2.305,2.26,2.3365,2.296,2.278,2.305,2.35,2.395,2.413
04/01/2016 17:00,2.305,2.3725,2.215,2.215,2.305,2.305,2.242,2.242,2.233,2.2105,2.4085,2.3995,2.305,2.251,2.251,2.26,2.26,2.305,2.233,2.215,2.26,2.215,2.3005,2.287,2.2555,2.305,2.3455,2.35,2.2735
04/01/2016 18:00,2.305,2.3995,2.215,2.215,2.305,2.305,2.2375,2.2375,2.2285,2.206,2.395,2.3725,2.305,2.2375,2.2375,2.215,2.215,2.26,2.2105,2.197,2.215,2.215,2.2735,2.251,2.2195,2.26,2.3275,2.305,2.35
04/01/2016 19:00,2.35,2.3905,2.215,2.215,2.305,2.305,2.233,2.233,2.233,2.2105,2.4085,2.3365,2.305,2.233,2.233,2.26,2.17,2.305,2.206,2.206,2.215,2.251,2.26,2.251,2.206,2.26,2.314,2.305,2.323
04/01/2016 20:00,2.35,2.404,2.26,2.26,2.305,2.305,2.233,2.233,2.233,2.206,2.3995,2.296,2.305,2.233,2.233,2.26,2.215,2.26,2.224,2.2015,2.26,2.242,2.242,2.2645,2.2015,2.26,2.296,2.305,2.3005
04/01/2016 21:00,2.35,2.4085,2.26,2.26,2.35,2.35,2.233,2.233,2.2375,2.224,2.377,2.26,2.305,2.242,2.242,2.26,2.215,2.26,2.206,2.1925,2.215,2.242,2.233,2.251,2.2015,2.26,2.314,2.305,2.296
04/01/2016 22:00,2.395,2.3995,2.26,2.26,2.35,2.35,2.242,2.242,2.26,2.2105,2.413,2.35,2.26,2.2015,2.2015,2.26,2.215,2.26,2.2105,2.1925,2.26,2.242,2.2285,2.2465,2.179,2.26,2.305,2.305,2.26
04/01/2016 23:00,2.35,2.431,2.26,2.26,2.35,2.35,2.2735,2.2735,2.251,2.224,2.413,2.3005,2.305,2.2105,2.2105,2.26,2.215,2.26,2.2195,2.206,2.26,2.2375,2.233,2.2375,2.1835,2.26,2.287,2.2375,2.2645
05/01/2016 00:00,2.35,2.431,2.305,2.305,2.35,2.35,2.278,2.278,2.251,2.2375,2.422,2.3545,2.305,2.2195,2.2195,2.26,2.215,2.26,2.224,2.197,2.215,2.2375,2.233,2.233,2.188,2.26,2.2825,2.224,2.2285
05/01/2016 01:00,2.305,2.4355,2.305,2.305,2.35,2.35,2.269,2.269,2.251,2.242,2.4355,2.3815,2.305,2.224,2.224,2.26,2.215,2.26,2.224,2.197,2.26,2.2375,2.2375,2.224,2.188,2.26,2.2735,2.224,2.296
05/01/2016 02:00,2.35,2.44,2.215,2.215,2.35,2.35,2.2735,2.2735,2.251,2.2465,2.4445,2.395,2.305,2.242,2.242,2.26,2.215,2.305,2.2285,2.2015,2.26,2.2465,2.242,2.215,2.1925,2.26,2.2915,2.2285,2.3365
05/01/2016 03:00,2.305,2.467,2.305,2.305,2.305,2.305,2.2915,2.2915,2.2465,2.2465,2.4175,2.395,2.35,2.242,2.242,2.305,2.215,2.305,2.233,2.206,2.26,2.2375,2.242,2.2105,2.1925,2.26,2.287,2.2285,2.323
05/01/2016 04:00,2.35,2.4445,2.305,2.305,2.26,2.26,2.2825,2.2825,2.2375,2.2555,2.4175,2.3815,2.35,2.2285,2.2285,2.305,2.215,2.26,2.224,2.2105,2.26,2.2465,2.242,2.2375,2.179,2.26,2.278,2.2375,2.3455
